referencia,estado,municipio,poluente_emitido,quantidade
2019,SANTA CATARINA,ALTO BELA VISTA,Monóxido de carbono (CO),6
2019,MINAS GERAIS,CARNEIRINHO,Óxidos de nitrogênio (NOx),403.72
2019,ALAGOAS,TEOTONIO VILELA,Material Particulado (MP),17431.2
2019,PERNAMBUCO,PAULISTA,Óxidos de enxofre (SOx),0.78
2019,RONDONIA,CEREJEIRAS,Material Particulado (MP),1.25
2019,MINAS GERAIS,UBERABA,Material Particulado (MP),2280.8599999999997
2019,SAO PAULO,SANDOVALINA,Material Particulado (MP),186.01
2019,RIO GRANDE DO SUL,VACARIA,Óxidos de nitrogênio (NOx),0.88
2019,RIO DE JANEIRO,BARRA DO PIRAI,Óxidos de nitrogênio (NOx),186.69
2019,BAHIA,IBOTIRAMA,Material Particulado (MP),0.03
2019,RIO GRANDE DO SUL,CACAPAVA DO SUL,Material Particulado (MP),685
2019,MINAS GERAIS,BONFIM,Material Particulado (MP),0.01
2019,PARANA,CAFELANDIA,Óxidos de nitrogênio (NOx),30.16
2019,RIO GRANDE DO SUL,PONTAO,Monóxido de carbono (CO),0.2
2019,MARANHAO,BARRA DO CORDA,Óxidos de enxofre (SOx),2.1
2019,PARAIBA,BAYEUX,Óxidos de nitrogênio (NOx),1.2
2019,TOCANTINS,GURUPI,Material Particulado (MP),7200.01
2019,ACRE,CRUZEIRO DO SUL,Óxidos de nitrogênio (NOx),43
2019,SAO PAULO,AGUAI,Material Particulado (MP),33.35
2019,SAO PAULO,FRANCA,Material Particulado (MP),12.329999999999998
2019,SANTA CATARINA,LAGUNA,Monóxido de carbono (CO),0.45
2019,CEARA,TAUA,Material Particulado (MP),0.01
2019,RIO DE JANEIRO,CARMO,Material Particulado (MP),0.01
2019,SAO PAULO,ARUJA,Monóxido de carbono (CO),0.12
2019,SAO PAULO,ANGATUBA,Material Particulado (MP),66.51
2019,RIO GRANDE DO SUL,ITAARA,Óxidos de nitrogênio (NOx),0.66
2019,MINAS GERAIS,SAO TIAGO,Material Particulado (MP),0.55
2019,SAO PAULO,PAULO DE FARIA,Material Particulado (MP),0.15
2019,MINAS GERAIS,LEOPOLDINA,Óxidos de enxofre (SOx),1.36
2019,GOIAS,ORIZONA,Óxidos de enxofre (SOx),0.01
2019,RIO GRANDE DO SUL,CACHOEIRA DO SUL,Óxidos de nitrogênio (NOx),131.1
2019,BAHIA,IGRAPIUNA,Monóxido de carbono (CO),1
2019,PERNAMBUCO,BUENOS AIRES,Material Particulado (MP),0.01
2019,MINAS GERAIS,DIVINOPOLIS,Óxidos de nitrogênio (NOx),157.12
2019,SAO PAULO,APARECIDA D'OESTE,Material Particulado (MP),0.01
2019,PARANA,ITAPEJARA D'OESTE,Material Particulado (MP),1
2019,MINAS GERAIS,SANTA BARBARA,Óxidos de nitrogênio (NOx),10.950000000000001
2019,RIO DE JANEIRO,BARRA DO PIRAI,Material Particulado (MP),130.59
2019,SAO PAULO,ESTRELA D'OESTE,Material Particulado (MP),0.02
2019,SAO PAULO,JUNQUEIROPOLIS,Monóxido de carbono (CO),379.78
2019,BAHIA,RIO DO ANTONIO,Monóxido de carbono (CO),0.01
2019,SAO PAULO,ITAI,Óxidos de nitrogênio (NOx),6.13
2019,SANTA CATARINA,ITAJAI,Monóxido de carbono (CO),475.66999999999996
2019,PARANA,IMBAU,Material Particulado (MP),0.01
2019,MINAS GERAIS,DELTA,Monóxido de carbono (CO),0
2019,MINAS GERAIS,MATEUS LEME,Óxidos de nitrogênio (NOx),177.98
2019,GOIAS,VILA BOA,Material Particulado (MP),1
2019,GOIAS,GOIANESIA,Óxidos de enxofre (SOx),0
2019,GOIAS,SANTA HELENA DE GOIAS,Óxidos de nitrogênio (NOx),2.23
2019,RIO DE JANEIRO,COMENDADOR LEVY GASPARIAN,Material Particulado (MP),1
2019,MATO GROSSO,PARANATINGA,Óxidos de enxofre (SOx),0.04
2019,MATO GROSSO,BRASNORTE,Monóxido de carbono (CO),100
2019,RIO DE JANEIRO,VOLTA REDONDA,Material Particulado (MP),3389.48
2019,CEARA,ITAPIUNA,Óxidos de enxofre (SOx),440.64
2019,MATO GROSSO DO SUL,ARAL MOREIRA,Material Particulado (MP),5.85
2019,SAO PAULO,BASTOS,Óxidos de enxofre (SOx),0.42
2019,SAO PAULO,ITAPOLIS,Monóxido de carbono (CO),250
2019,CEARA,NOVA RUSSAS,Monóxido de carbono (CO),112.32
2019,MINAS GERAIS,SAO PEDRO DO SUACUI,Material Particulado (MP),0
2019,SANTA CATARINA,LAURO MULLER,Material Particulado (MP),10
2019,MINAS GERAIS,BARBACENA,Monóxido de carbono (CO),89.94
2019,CEARA,SAO GONCALO DO AMARANTE,Óxidos de enxofre (SOx),40287.68
2019,PERNAMBUCO,FREI MIGUELINHO,Material Particulado (MP),0.5
2019,SANTA CATARINA,JOSE BOITEUX,Material Particulado (MP),1
2019,ESPIRITO SANTO,BAIXO GUANDU,Monóxido de carbono (CO),0.01
2019,MINAS GERAIS,OURO BRANCO,Óxidos de enxofre (SOx),1194.63
2019,RIO GRANDE DO SUL,MAQUINE,Óxidos de enxofre (SOx),0.14
2019,RIO GRANDE DO SUL,PUTINGA,Material Particulado (MP),1.0999999999999999
2019,PERNAMBUCO,GRANITO,Material Particulado (MP),0.33
2019,SAO PAULO,IPAUSSU,Óxidos de nitrogênio (NOx),631.16
2019,SAO PAULO,BURITAMA,Material Particulado (MP),1.2
2019,SERGIPE,NOSSA SENHORA DA GLORIA,Material Particulado (MP),33.46
2019,RIO GRANDE DO SUL,TEUTONIA,Material Particulado (MP),7003.27
2019,SANTA CATARINA,AGUAS MORNAS,Monóxido de carbono (CO),19.82
2019,SAO PAULO,SANTANA DE PARNAIBA,Óxidos de nitrogênio (NOx),7.169999999999999
2019,CEARA,ASSARE,Monóxido de carbono (CO),1451.52
2019,SAO PAULO,SERRANA,Monóxido de carbono (CO),0.11000000000000001
2019,MATO GROSSO DO SUL,PARANAIBA,Óxidos de enxofre (SOx),0.06
2019,RIO GRANDE DO SUL,CANGUCU,Material Particulado (MP),0.41
2019,SERGIPE,ITABAIANINHA,Monóxido de carbono (CO),0.2
2019,SANTA CATARINA,MARAVILHA,Monóxido de carbono (CO),214.65
2019,PARAIBA,PATOS,Material Particulado (MP),0.02
2019,ESPIRITO SANTO,LINHARES,Monóxido de carbono (CO),346.84
2019,MINAS GERAIS,SAO GOTARDO,Material Particulado (MP),24.87
2019,SAO PAULO,GUARAREMA,Material Particulado (MP),5500.15
2019,MINAS GERAIS,CONGONHAL,Material Particulado (MP),2.96
2019,GOIAS,CORUMBAIBA,Material Particulado (MP),22
2019,MINAS GERAIS,MUTUM,Material Particulado (MP),10.459999999999999
2019,RIO GRANDE DO SUL,GLORINHA,Material Particulado (MP),4.01
2019,RIO DE JANEIRO,PIRAI,Óxidos de nitrogênio (NOx),52.96
2019,RIO DE JANEIRO,MIGUEL PEREIRA,Material Particulado (MP),0.12
2019,SANTA CATARINA,PALMEIRA,Material Particulado (MP),0.2
2019,MINAS GERAIS,SAO GERALDO,Monóxido de carbono (CO),0.05
2019,RIO GRANDE DO SUL,TAQUARI,Óxidos de nitrogênio (NOx),25.18
2019,MATO GROSSO,SORRISO,Óxidos de nitrogênio (NOx),9.99
2019,RIO GRANDE DO SUL,BENTO GONCALVES,Monóxido de carbono (CO),106.72000000000001
2019,SAO PAULO,MONTE ALTO,Material Particulado (MP),4.29
2019,SAO PAULO,CHARQUEADA,Material Particulado (MP),1.08
2019,BAHIA,MALHADA DE PEDRAS,Óxidos de nitrogênio (NOx),0.01
2019,RIO GRANDE DO SUL,SOLEDADE,Monóxido de carbono (CO),0.01
2019,SAO PAULO,BENTO DE ABREU,Óxidos de nitrogênio (NOx),103.2
2019,ESPIRITO SANTO,MANTENOPOLIS,Material Particulado (MP),7310
2019,MINAS GERAIS,SABARA,Óxidos de nitrogênio (NOx),3243.48
2019,PARANA,CORNELIO PROCOPIO,Material Particulado (MP),83
2019,GOIAS,CEZARINA,Óxidos de enxofre (SOx),227.44
2019,SAO PAULO,NOVA EUROPA,Óxidos de nitrogênio (NOx),257.47
2019,SAO PAULO,CAJURU,Material Particulado (MP),0.7
2019,CEARA,QUIXADA,Óxidos de nitrogênio (NOx),1360.8
2019,MINAS GERAIS,CAMPANHA,Monóxido de carbono (CO),13
2019,PARANA,BOM SUCESSO DO SUL,Monóxido de carbono (CO),22.36
2019,SAO PAULO,ARTUR NOGUEIRA,Monóxido de carbono (CO),9.2
2019,RIO GRANDE DO NORTE,NATAL,Óxidos de nitrogênio (NOx),664.14
2019,ESPIRITO SANTO,ALTO RIO NOVO,Material Particulado (MP),0.02
2019,MINAS GERAIS,CARMO DA MATA,Material Particulado (MP),133.61999999999998
2019,MARANHAO,SANTO ANTONIO DOS LOPES,Óxidos de nitrogênio (NOx),1220.4099999999999
2019,PARA,MONTE ALEGRE,Material Particulado (MP),0.01
2019,GOIAS,PORTELANDIA,Monóxido de carbono (CO),364.09
2019,PARA,REDENCAO,Óxidos de nitrogênio (NOx),1.46
2019,MINAS GERAIS,ABADIA DOS DOURADOS,Material Particulado (MP),1.0499999999999998
2019,SAO PAULO,RIO CLARO,Monóxido de carbono (CO),241.4
2019,RONDONIA,PORTO VELHO,Monóxido de carbono (CO),703297097.5799999
2019,RIO DE JANEIRO,SEROPEDICA,Monóxido de carbono (CO),714.26
2019,CEARA,ALTO SANTO,Óxidos de nitrogênio (NOx),0.02
2019,BAHIA,MUCUGE,Material Particulado (MP),0.01
2019,RIO DE JANEIRO,SAO JOSE DO VALE DO RIO PRETO,Material Particulado (MP),0
2019,SANTA CATARINA,MIRIM DOCE,Óxidos de enxofre (SOx),0
2019,MATO GROSSO DO SUL,COXIM,Material Particulado (MP),2.1999999999999997
2019,BAHIA,IBIRAPUA,Material Particulado (MP),272.65
2019,GOIAS,PALMEIRAS DE GOIAS,Material Particulado (MP),177.02
2019,RIO GRANDE DO SUL,NOVO XINGU,Óxidos de nitrogênio (NOx),0.03
2019,PARANA,SANTO INACIO,Óxidos de nitrogênio (NOx),992.38
2019,ESPIRITO SANTO,CARIACICA,Óxidos de enxofre (SOx),8.03
2019,MINAS GERAIS,SACRAMENTO,Material Particulado (MP),212.10999999999993
2019,RIO DE JANEIRO,TERESOPOLIS,Óxidos de nitrogênio (NOx),24.34
2019,RIO GRANDE DO SUL,CANDELARIA,Material Particulado (MP),0.6
2019,RONDONIA,CACOAL,Monóxido de carbono (CO),420.51
2019,ALAGOAS,MACEIO,Monóxido de carbono (CO),0.8200000000000001
2019,GOIAS,TRINDADE,Monóxido de carbono (CO),8
2019,MATO GROSSO,PONTES E LACERDA,Óxidos de enxofre (SOx),0
2019,RIO GRANDE DO SUL,MORRO REDONDO,Monóxido de carbono (CO),2.34
2019,MATO GROSSO,CACERES,Óxidos de nitrogênio (NOx),0.5
2019,PARA,OBIDOS,Óxidos de nitrogênio (NOx),0.01
2019,PARAIBA,CAMPINA GRANDE,Monóxido de carbono (CO),7.4799999999999995
2019,MATO GROSSO DO SUL,APARECIDA DO TABOADO,Monóxido de carbono (CO),1217.95
2019,MINAS GERAIS,DOURADOQUARA,Material Particulado (MP),1.39
2019,RIO GRANDE DO NORTE,APODI,Material Particulado (MP),5.76
2019,MARANHAO,SAO JOSE DE RIBAMAR,Monóxido de carbono (CO),1728
2019,RIO GRANDE DO NORTE,AREIA BRANCA,Material Particulado (MP),26.5
2019,BAHIA,RIACHAO DO JACUIPE,Óxidos de nitrogênio (NOx),0.8
2019,RIO GRANDE DO NORTE,ALTO DO RODRIGUES,Material Particulado (MP),10.98
2019,PERNAMBUCO,PEDRA,Material Particulado (MP),19.84
2019,BAHIA,CRUZ DAS ALMAS,Material Particulado (MP),12.58
2019,CEARA,ITAPAJE,Óxidos de nitrogênio (NOx),43.09
2019,BAHIA,SITIO DO MATO,Monóxido de carbono (CO),0.12
2019,RIO GRANDE DO SUL,ESTANCIA VELHA,Óxidos de nitrogênio (NOx),254.15
2019,PARANA,ARAUCARIA,Material Particulado (MP),1621.3
2019,MINAS GERAIS,JOAO PINHEIRO,Material Particulado (MP),3332.48
2019,BAHIA,ILHEUS,Material Particulado (MP),35.66
2019,RIO GRANDE DO SUL,MUCUM,Material Particulado (MP),1.1
2019,PARAIBA,NOVA PALMEIRA,Óxidos de enxofre (SOx),0
2019,RIO DE JANEIRO,AREAL,Monóxido de carbono (CO),1.01
2019,GOIAS,JARAGUA,Material Particulado (MP),0.2
2019,PARANA,SERTANOPOLIS,Monóxido de carbono (CO),59.04
2019,SAO PAULO,JOSE BONIFACIO,Monóxido de carbono (CO),15.8
2019,PARAIBA,JUNCO DO SERIDO,Óxidos de enxofre (SOx),0.01
2019,RIO GRANDE DO SUL,VENANCIO AIRES,Óxidos de enxofre (SOx),2.6399999999999997
2019,SAO PAULO,COLOMBIA,Material Particulado (MP),1245
2019,RONDONIA,ARIQUEMES,Material Particulado (MP),10.97
2019,CEARA,PINDORETAMA,Monóxido de carbono (CO),0
2019,SAO PAULO,POMPEIA,Óxidos de nitrogênio (NOx),0.82
2019,ALAGOAS,MACEIO,Óxidos de enxofre (SOx),0.33
2019,MATO GROSSO,CAMPO VERDE,Óxidos de enxofre (SOx),0.34
2019,SANTA CATARINA,COCAL DO SUL,Óxidos de nitrogênio (NOx),1.2
2019,SAO PAULO,ORLANDIA,Óxidos de enxofre (SOx),2.42
2019,MATO GROSSO DO SUL,SAO GABRIEL DO OESTE,Material Particulado (MP),21.42
2019,CEARA,JAGUARIBE,Monóxido de carbono (CO),207.45000000000002
2019,PERNAMBUCO,TIMBAUBA,Monóxido de carbono (CO),915.4
2019,SAO PAULO,ARCO-IRIS,Monóxido de carbono (CO),0.1
2019,MINAS GERAIS,UBA,Óxidos de nitrogênio (NOx),0.01
2019,RIO GRANDE DO NORTE,MOSSORO,Óxidos de nitrogênio (NOx),261.62
2019,SAO PAULO,AVARE,Monóxido de carbono (CO),0.67
2019,MINAS GERAIS,ITAMBACURI,Material Particulado (MP),1.55
2019,CEARA,PARAMBU,Material Particulado (MP),3240
2019,MARANHAO,ITAPECURU MIRIM,Material Particulado (MP),18.2
2019,GOIAS,JATAI,Material Particulado (MP),2003.7699999999998
2019,PARAIBA,SUME,Monóxido de carbono (CO),0.4
2019,SAO PAULO,SAO SIMAO,Óxidos de nitrogênio (NOx),16.05
2019,MINAS GERAIS,PIRACEMA,Material Particulado (MP),0.36
2019,GOIAS,BELA VISTA DE GOIAS,Óxidos de enxofre (SOx),0.02
2019,SAO PAULO,SEVERINIA,Material Particulado (MP),181.28
2019,SAO PAULO,ARACATUBA,Monóxido de carbono (CO),308.53
2019,BAHIA,ITAPE,Monóxido de carbono (CO),29
2019,SAO PAULO,ITAPIRA,Material Particulado (MP),987.02
2019,MINAS GERAIS,HELIODORA,Material Particulado (MP),2
2019,MATO GROSSO,VARZEA GRANDE,Monóxido de carbono (CO),4.31
2019,RONDONIA,SAO MIGUEL DO GUAPORE,Material Particulado (MP),27.94
2019,SAO PAULO,PAULICEIA,Óxidos de enxofre (SOx),0.01
2019,SAO PAULO,SAO CARLOS,Óxidos de enxofre (SOx),18.43
2019,PARANA,COLOMBO,Óxidos de nitrogênio (NOx),231.08
2019,BAHIA,ITAPE,Material Particulado (MP),3
2019,CEARA,URUOCA,Monóxido de carbono (CO),10.37
2019,RIO DE JANEIRO,ITAOCARA,Material Particulado (MP),0.59
2019,MINAS GERAIS,GRAO MOGOL,Material Particulado (MP),4.41
2019,CEARA,MARANGUAPE,Monóxido de carbono (CO),3824.07
2019,BAHIA,MATA DE SAO JOAO,Óxidos de nitrogênio (NOx),32.32
2019,BAHIA,IBICARAI,Material Particulado (MP),1
2019,TOCANTINS,AUGUSTINOPOLIS,Monóxido de carbono (CO),0.65
2019,CEARA,ANTONINA DO NORTE,Óxidos de nitrogênio (NOx),99
2019,SAO PAULO,VOTORANTIM,Óxidos de nitrogênio (NOx),1540.36
2019,GOIAS,CRIXAS,Óxidos de nitrogênio (NOx),0
2019,MARANHAO,SAO LUIS,Monóxido de carbono (CO),25.43
2019,ESPIRITO SANTO,COLATINA,Monóxido de carbono (CO),33.739999999999995
2019,GOIAS,OUVIDOR,Monóxido de carbono (CO),9.95
2019,SAO PAULO,DRACENA,Material Particulado (MP),736.1
2019,CEARA,BREJO SANTO,Monóxido de carbono (CO),1339.04
2019,PARA,BREU BRANCO,Óxidos de nitrogênio (NOx),662.79
2019,MINAS GERAIS,SALINAS,Material Particulado (MP),118.45000000000002
2019,RIO GRANDE DO NORTE,BARAUNA,Óxidos de nitrogênio (NOx),4054.23
2019,PARANA,NOVA ESPERANCA,Material Particulado (MP),79.5
2019,PARANA,JAPURA,Monóxido de carbono (CO),8.65
2019,SANTA CATARINA,SANTO AMARO DA IMPERATRIZ,Monóxido de carbono (CO),0.01
2019,CEARA,ALTO SANTO,Material Particulado (MP),0.6
2019,MINAS GERAIS,CORONEL FABRICIANO,Óxidos de nitrogênio (NOx),0.19
2019,GOIAS,NOVA AURORA,Material Particulado (MP),130
2019,SANTA CATARINA,XANXERE,Óxidos de nitrogênio (NOx),16.38
2019,MINAS GERAIS,FORMIGA,Óxidos de nitrogênio (NOx),0.56
2019,MINAS GERAIS,BERIZAL,Óxidos de enxofre (SOx),0.01
2019,MATO GROSSO,NOVA XAVANTINA,Óxidos de nitrogênio (NOx),0.02
2019,SAO PAULO,PALESTINA,Óxidos de nitrogênio (NOx),134.48
2019,RIO GRANDE DO NORTE,JARDIM DO SERIDO,Monóxido de carbono (CO),0
2019,GOIAS,JANDAIA,Monóxido de carbono (CO),8.4
2019,CEARA,FRECHEIRINHA,Óxidos de nitrogênio (NOx),8.06
2019,MINAS GERAIS,GOIANA,Material Particulado (MP),0.5
2019,ACRE,PORTO WALTER,Óxidos de nitrogênio (NOx),0.45
2019,SANTA CATARINA,QUILOMBO,Monóxido de carbono (CO),78.95
2019,GOIAS,TURVELANDIA,Material Particulado (MP),0.07
2019,BAHIA,ITABUNA,Material Particulado (MP),107.83999999999999
2019,SANTA CATARINA,XAXIM,Material Particulado (MP),26.119999999999997
2019,SANTA CATARINA,VARGEAO,Monóxido de carbono (CO),600
2019,PARANA,CARAMBEI,Óxidos de nitrogênio (NOx),29.58
2019,MINAS GERAIS,SAO JOAO BATISTA DO GLORIA,Monóxido de carbono (CO),0.01
2019,SAO PAULO,VARZEA PAULISTA,Óxidos de nitrogênio (NOx),54.839999999999996
2019,SAO PAULO,GUARULHOS,Material Particulado (MP),331849.22000000003
2019,MATO GROSSO,TANGARA DA SERRA,Monóxido de carbono (CO),362.04
2019,SAO PAULO,SOROCABA,Monóxido de carbono (CO),143101.09
2019,MINAS GERAIS,CARAI,Material Particulado (MP),166.7
2019,MINAS GERAIS,GUIDOVAL,Óxidos de nitrogênio (NOx),0.01
2019,SANTA CATARINA,BALNEARIO CAMBORIU,Material Particulado (MP),0
2019,SAO PAULO,ADAMANTINA,Material Particulado (MP),1.7
2019,PARANA,PEABIRU,Monóxido de carbono (CO),2
2019,MINAS GERAIS,ARAGUARI,Óxidos de nitrogênio (NOx),23.74
2019,SAO PAULO,BARRA DO TURVO,Monóxido de carbono (CO),2.03
2019,RIO GRANDE DO SUL,ERVAL GRANDE,Material Particulado (MP),1
2019,CEARA,QUIXERE,Material Particulado (MP),101.67
2019,SANTA CATARINA,DONA EMMA,Material Particulado (MP),10.870000000000001
2019,SAO PAULO,BROTAS,Monóxido de carbono (CO),1050.8
2019,PERNAMBUCO,CARPINA,Material Particulado (MP),0.01
2019,PARANA,LONDRINA,Material Particulado (MP),317.51000000000005
2019,SAO PAULO,ITUVERAVA,Óxidos de enxofre (SOx),0.16
2019,GOIAS,CACHOEIRA ALTA,Material Particulado (MP),1.05
2019,MINAS GERAIS,NOVA PORTEIRINHA,Material Particulado (MP),0.6
2019,RIO DE JANEIRO,JAPERI,Monóxido de carbono (CO),105.35
2019,SANTA CATARINA,HERVAL D'OESTE,Óxidos de enxofre (SOx),4.47
2019,SAO PAULO,NUPORANGA,Monóxido de carbono (CO),250
2019,BAHIA,LICINIO DE ALMEIDA,Material Particulado (MP),9
2019,SAO PAULO,COSMOPOLIS,Óxidos de nitrogênio (NOx),191.87
2019,PARA,TOME-ACU,Material Particulado (MP),3.04
2019,CEARA,IBARETAMA,Monóxido de carbono (CO),16
2019,GOIAS,MARA ROSA,Material Particulado (MP),4.5
2019,PARANA,TERRA ROXA,Monóxido de carbono (CO),433
2019,PARANA,ARAPOTI,Óxidos de nitrogênio (NOx),94.63999999999999
2019,CEARA,AQUIRAZ,Óxidos de enxofre (SOx),954.72
2019,CEARA,MORADA NOVA,Monóxido de carbono (CO),1197.97
2019,SAO PAULO,HORTOLANDIA,Óxidos de nitrogênio (NOx),1831.75
2019,SAO PAULO,IGARATA,Material Particulado (MP),29.5
2019,MINAS GERAIS,ITAU DE MINAS,Óxidos de enxofre (SOx),230.35
2019,PARANA,MERCEDES,Óxidos de enxofre (SOx),2.38
2019,SAO PAULO,ESTIVA GERBI,Material Particulado (MP),0.08
2019,SAO PAULO,BIRIGUI,Material Particulado (MP),0.3
2019,RONDONIA,VILHENA,Monóxido de carbono (CO),466.86
2019,RIO DE JANEIRO,CANTAGALO,Óxidos de nitrogênio (NOx),2180.27
2019,CEARA,AQUIRAZ,Material Particulado (MP),1036.97
2019,PARANA,CAMBIRA,Monóxido de carbono (CO),13.97
2019,PARANA,RONDON,Óxidos de nitrogênio (NOx),451.3
2019,MINAS GERAIS,BRUMADINHO,Material Particulado (MP),63.769999999999996
2019,GOIAS,MORRINHOS,Monóxido de carbono (CO),192.51
2019,MINAS GERAIS,CONGONHAS,Material Particulado (MP),180.51
2019,TOCANTINS,COLINAS DO TOCANTINS,Óxidos de nitrogênio (NOx),12.5
2019,MINAS GERAIS,SANTA BARBARA DO MONTE VERDE,Material Particulado (MP),0.82
2019,BAHIA,ITAPETINGA,Óxidos de nitrogênio (NOx),2490.93
2019,RORAIMA,BOA VISTA,Material Particulado (MP),5.26
2019,SANTA CATARINA,CACADOR,Óxidos de enxofre (SOx),1722.91
2019,RIO GRANDE DO NORTE,CARNAUBAIS,Óxidos de nitrogênio (NOx),0.8
2019,PARANA,NOVA LONDRINA,Monóxido de carbono (CO),6.5
2019,MATO GROSSO DO SUL,RIO VERDE DE MATO GROSSO,Monóxido de carbono (CO),11.64
2019,BAHIA,JAGUARIPE,Óxidos de enxofre (SOx),0
2019,GOIAS,FORMOSA,Monóxido de carbono (CO),13501.86
2019,MINAS GERAIS,PASSA TEMPO,Material Particulado (MP),3.79
2019,MATO GROSSO,VARZEA GRANDE,Óxidos de nitrogênio (NOx),0.1
2019,MINAS GERAIS,SERRO,Monóxido de carbono (CO),5.05
2019,BAHIA,MADRE DE DEUS,Óxidos de nitrogênio (NOx),0
2019,SAO PAULO,SANTA CLARA D'OESTE,Material Particulado (MP),0.01
2019,BAHIA,JUAZEIRO,Óxidos de nitrogênio (NOx),574.7800000000001
2019,MINAS GERAIS,CACHOEIRA DOURADA,Monóxido de carbono (CO),0.03
2019,SAO PAULO,TEODORO SAMPAIO,Material Particulado (MP),0.9199999999999999
2019,PARANA,SANTA CRUZ DE MONTE CASTELO,Material Particulado (MP),0.1
2019,RIO DE JANEIRO,GUAPIMIRIM,Material Particulado (MP),34.940000000000005
2019,PARA,ALMEIRIM,Óxidos de nitrogênio (NOx),774.46
2019,MATO GROSSO,RONDONOPOLIS,Óxidos de enxofre (SOx),12.36
2019,RIO GRANDE DO SUL,BENTO GONCALVES,Óxidos de enxofre (SOx),0.01
2019,BAHIA,DIAS D'AVILA,Monóxido de carbono (CO),25.599999999999998
2019,RIO GRANDE DO SUL,CAXIAS DO SUL,Monóxido de carbono (CO),214.21000000000004
2019,BAHIA,RIO DO ANTONIO,Óxidos de enxofre (SOx),0.01
2019,MATO GROSSO DO SUL,CHAPADAO DO SUL,Monóxido de carbono (CO),199.65
2019,CEARA,JAGUARIBE,Óxidos de enxofre (SOx),881.31
2019,RIO GRANDE DO SUL,BOM RETIRO DO SUL,Óxidos de nitrogênio (NOx),5.61
2019,ESPIRITO SANTO,RIO NOVO DO SUL,Material Particulado (MP),0
2019,SAO PAULO,PARAIBUNA,Óxidos de enxofre (SOx),0
2019,CEARA,ITAREMA,Material Particulado (MP),0.01
2019,MATO GROSSO,CANARANA,Óxidos de nitrogênio (NOx),0.01
2019,RIO GRANDE DO SUL,SANTA VITORIA DO PALMAR,Material Particulado (MP),0.01
2019,BAHIA,SANTO AMARO,Material Particulado (MP),2.5
2019,RIO GRANDE DO SUL,NOVA ARACA,Material Particulado (MP),2.5
2019,PERNAMBUCO,NAZARE DA MATA,Material Particulado (MP),0.01
2019,SANTA CATARINA,LAURENTINO,Monóxido de carbono (CO),0.01
2019,RIO GRANDE DO SUL,SANTANA DO LIVRAMENTO,Material Particulado (MP),0
2019,SANTA CATARINA,SALTO VELOSO,Material Particulado (MP),132.6
2019,PARANA,INDIANOPOLIS,Material Particulado (MP),29.3
2019,SANTA CATARINA,RIO NEGRINHO,Óxidos de enxofre (SOx),0.02
2019,MINAS GERAIS,AREADO,Material Particulado (MP),0.14
2019,SAO PAULO,SAO JOSE DO RIO PARDO,Material Particulado (MP),130.79999999999998
2019,ESPIRITO SANTO,ANCHIETA,Material Particulado (MP),183.93
2019,SANTA CATARINA,TIMBO,Material Particulado (MP),1508.44
2019,SAO PAULO,ITAPECERICA DA SERRA,Óxidos de enxofre (SOx),12.12
2019,RIO GRANDE DO SUL,NOVA PRATA,Material Particulado (MP),88.03999999999999
2019,SANTA CATARINA,ICARA,Monóxido de carbono (CO),245237.54
2019,SAO PAULO,IPAUSSU,Material Particulado (MP),423.46
2019,PARANA,ROLANDIA,Óxidos de nitrogênio (NOx),128.31
2019,MINAS GERAIS,INCONFIDENTES,Material Particulado (MP),0.7
2019,SAO PAULO,CANDIDO MOTA,Material Particulado (MP),60.79
2019,GOIAS,MOZARLANDIA,Material Particulado (MP),0.01
2019,ACRE,JORDAO,Óxidos de enxofre (SOx),0.24
2019,GOIAS,RIO VERDE,Óxidos de nitrogênio (NOx),6797.339999999999
2019,PERNAMBUCO,VICENCIA,Material Particulado (MP),2.49
2019,PERNAMBUCO,SERTANIA,Monóxido de carbono (CO),5.1
2019,BAHIA,IGRAPIUNA,Óxidos de enxofre (SOx),0.33
2019,SAO PAULO,SANTOS,Óxidos de nitrogênio (NOx),6471.450000000001
2019,SANTA CATARINA,TRES BARRAS,Material Particulado (MP),249.56
2019,MINAS GERAIS,ARCOS,Óxidos de nitrogênio (NOx),536
2019,MINAS GERAIS,SAO SEBASTIAO DO PARAISO,Monóxido de carbono (CO),0.01
2019,RIO GRANDE DO SUL,TRES DE MAIO,Material Particulado (MP),57.849999999999994
2019,MINAS GERAIS,SOLEDADE DE MINAS,Material Particulado (MP),2.2
2019,SAO PAULO,LOUVEIRA,Monóxido de carbono (CO),4.5200000000000005
2019,CEARA,IBARETAMA,Óxidos de enxofre (SOx),69
2019,SANTA CATARINA,CHAPECO,Monóxido de carbono (CO),1361.2999999999995
2019,SANTA CATARINA,CHAPECO,Material Particulado (MP),348.44000000000005
2019,SAO PAULO,INDAIATUBA,Óxidos de nitrogênio (NOx),572.8000000000001
2019,SAO PAULO,MAIRIPORA,Material Particulado (MP),13.79
2019,PARANA,PIRAI DO SUL,Material Particulado (MP),829.43
2019,SAO PAULO,SOROCABA,Óxidos de nitrogênio (NOx),1076.3999999999999
2019,SAO PAULO,SALTO,Material Particulado (MP),1836.7700000000002
2019,SAO PAULO,GUARARAPES,Material Particulado (MP),364.76
2019,SAO PAULO,SOROCABA,Óxidos de enxofre (SOx),145.93
2019,SAO PAULO,SANTA BARBARA D'OESTE,Óxidos de nitrogênio (NOx),401.7
