referencia,estado,municipio,poluente_emitido,quantidade
2013,PARA,BELEM,Óxidos de enxofre (SOx),211.81
2013,BAHIA,SANTA LUZIA,Óxidos de enxofre (SOx),0.28
2013,MINAS GERAIS,CONFINS,Material Particulado (MP),0.76
2013,PARANA,INDIANOPOLIS,Monóxido de carbono (CO),262
2013,SAO PAULO,PEDERNEIRAS,Óxidos de nitrogênio (NOx),35.88
2013,CEARA,ALTO SANTO,Monóxido de carbono,76
2013,SAO PAULO,CACAPAVA,Monóxido de carbono (CO),599.38
2013,CEARA,EUSEBIO,Material Particulado (MP),3.1799999999999997
2013,MINAS GERAIS,ITAPAGIPE,Material Particulado (MP),418.64
2013,RIO GRANDE DO SUL,DOUTOR MAURICIO CARDOSO,Monóxido de carbono (CO),0.78
2013,PARANA,ASSIS CHATEAUBRIAND,Monóxido de carbono (CO),10
2013,SAO PAULO,SETE BARRAS,Monóxido de carbono (CO),13.74
2013,MINAS GERAIS,ARAUJOS,Material Particulado (MP),51.5
2013,RIO GRANDE DO SUL,ESTACAO,Óxidos de nitrogênio (NOx),11145.6
2013,PERNAMBUCO,PAULISTA,Monóxido de carbono (CO),0.43
2013,RIO GRANDE DO SUL,IGREJINHA,Óxidos de nitrogênio (NOx),3.74
2013,PARANA,ENGENHEIRO BELTRAO,Material Particulado (MP),107.7
2013,SANTA CATARINA,FAXINAL DOS GUEDES,Óxidos de nitrogênio (NOx),368.27
2013,ESPIRITO SANTO,RIO BANANAL,Material Particulado (MP),114
2013,BAHIA,SIMOES FILHO,Monóxido de carbono (CO),126189.26
2013,SAO PAULO,TATUI,Material Particulado (MP),19755.910000000003
2013,SAO PAULO,JACAREI,Óxidos de nitrogênio (NOx),1711.17
2013,PARANA,FIGUEIRA,Monóxido de carbono (CO),0.18
2013,BAHIA,RIACHAO DO JACUIPE,Material Particulado (MP),2.56
2013,AMAZONAS,COARI,Monóxido de carbono (CO),4493.56
2013,SAO PAULO,PIRACAIA,Monóxido de carbono (CO),3521.82
2013,BAHIA,DIAS D'AVILA,Óxidos de enxofre (SOx),388947.19
2013,RIO GRANDE DO SUL,SAO LEOPOLDO,Dióxido de enxofre,5678.23
2013,BAHIA,RIACHAO DO JACUIPE,Óxidos de enxofre (SOx),0.5
2013,PARA,CAPITAO POCO,Material Particulado (MP),0.2
2013,SAO PAULO,JACAREI,Monóxido de carbono (CO),7.69
2013,PARANA,SENGES,Óxidos de enxofre (SOx),18.84
2013,PERNAMBUCO,CARUARU,Óxidos de enxofre (SOx),0.01
2013,MINAS GERAIS,UBERABA,Óxidos de enxofre (SOx),228.63
2013,PARANA,TOLEDO,Óxidos de nitrogênio (NOx),367607.32
2013,TOCANTINS,BANDEIRANTES DO TOCANTINS,Monóxido de carbono (CO),0.63
2013,RIO GRANDE DO SUL,ALEGRETE,Material Particulado (MP),249.82
2013,SAO PAULO,MARILIA,Óxidos de nitrogênio (NOx),149.15
2013,SANTA CATARINA,SCHROEDER,Material Particulado (MP),500
2013,BAHIA,BARROCAS,Material Particulado (MP),0.01
2013,SANTA CATARINA,ITAJAI,Óxidos de enxofre (SOx),54.370000000000005
2013,SANTA CATARINA,PALMITOS,Monóxido de carbono (CO),4.03
2013,MINAS GERAIS,LUMINARIAS,Monóxido de carbono (CO),208.8
2013,ESPIRITO SANTO,RIO NOVO DO SUL,Material Particulado (MP),0
2013,ESPIRITO SANTO,ALFREDO CHAVES,Monóxido de carbono (CO),0.08
2013,SAO PAULO,PROMISSAO,Material Particulado (MP),3787.7100000000005
2013,PARA,IPIXUNA DO PARA,Óxidos de nitrogênio (NOx),0.2
2013,MINAS GERAIS,PERDOES,Material Particulado (MP),2.53
2013,RIO GRANDE DO SUL,TRIUNFO,Óxidos de enxofre (SOx),5008.780000000001
2013,ESPIRITO SANTO,VILA PAVAO,Óxidos de enxofre (SOx),2.7
2013,ESPIRITO SANTO,DORES DO RIO PRETO,Material Particulado (MP),270
2013,TOCANTINS,PORTO NACIONAL,Óxidos de enxofre (SOx),0
2013,CEARA,SAO GONCALO DO AMARANTE,Material Particulado (MP),1000
2013,PERNAMBUCO,ARARIPINA,Óxidos de nitrogênio (NOx),13.84
2013,SANTA CATARINA,MORRO DA FUMACA,Material Particulado (MP),210.18000000000006
2013,PARANA,SANTA ISABEL DO IVAI,Material Particulado (MP),0.43
2013,MINAS GERAIS,PIRAJUBA,Material Particulado (MP),241565.5
2013,SAO PAULO,DESCALVADO,Material Particulado (MP),75.2
2013,PARANA,CARAMBEI,Óxidos de nitrogênio (NOx),35.09
2013,RIO GRANDE DO SUL,BOM PRINCIPIO,Monóxido de carbono (CO),348
2013,SANTA CATARINA,RIO DO OESTE,Material Particulado (MP),0.4
2013,SAO PAULO,ARIRANHA,Óxidos de nitrogênio (NOx),1434.69
2013,DISTRITO FEDERAL,BRASILIA,Monóxido de carbono (CO),146832.34999999998
2013,PERNAMBUCO,IPUBI,Óxidos de nitrogênio (NOx),0.19
2013,RIO GRANDE DO SUL,ACEGUA,Material Particulado (MP),0.1
2013,MINAS GERAIS,SETE LAGOAS,Óxidos de nitrogênio (NOx),9.219999999999999
2013,BAHIA,PLANALTO,Material Particulado (MP),0.05
2013,SAO PAULO,QUATA,Material Particulado (MP),1280
2013,RIO GRANDE DO SUL,PANTANO GRANDE,Material Particulado (MP),15.1
2013,SERGIPE,ITABAIANINHA,Material Particulado (MP),12.11
2013,MINAS GERAIS,SAO SEBASTIAO DO OESTE,Material Particulado (MP),18.4
2013,GOIAS,PIRACANJUBA,Material Particulado (MP),0.55
2013,SANTA CATARINA,IMBITUBA,Material Particulado (MP),10.3
2013,MINAS GERAIS,UBERABA,Material Particulado (MP),91221.86
2013,CEARA,AQUIRAZ,Monóxido de carbono (CO),48.07
2013,MATO GROSSO,BARRA DO GARCAS,Óxidos de nitrogênio (NOx),0.02
2013,SANTA CATARINA,LAGUNA,Óxidos de nitrogênio (NOx),0.69
2013,SAO PAULO,VISTA ALEGRE DO ALTO,Material Particulado (MP),362418.73
2013,RONDONIA,JI-PARANA,Óxidos de nitrogênio (NOx),34.339999999999996
2013,PARANA,CAMBARA,Monóxido de carbono (CO),1006.5
2013,SAO PAULO,BORACEIA,Monóxido de carbono (CO),0.19
2013,RIO GRANDE DO SUL,PEJUCARA,Material Particulado (MP),0.03
2013,SAO PAULO,RAFARD,Óxidos de nitrogênio (NOx),284.02
2013,CEARA,MARACANAU,Óxidos de enxofre (SOx),480.1
2013,RIO GRANDE DO SUL,CANDIOTA,Material Particulado (MP),9258.38
2013,PARANA,ITAPERUCU,Óxidos de enxofre (SOx),195.24
2013,SAO PAULO,LIMEIRA,Material Particulado (MP),57.05
2013,MINAS GERAIS,UBERABA,Monóxido de carbono (CO),600
2013,PARA,ITAITUBA,Monóxido de carbono (CO),365.85
2013,SAO PAULO,JANDIRA,Óxidos de enxofre (SOx),2.6
2013,SAO PAULO,NUPORANGA,Óxidos de nitrogênio (NOx),140.01
2013,MATO GROSSO DO SUL,FATIMA DO SUL,Monóxido de carbono (CO),1344
2013,MINAS GERAIS,TRES CORACOES,Óxidos de nitrogênio (NOx),1.1099999999999999
2013,MATO GROSSO,LUCAS DO RIO VERDE,Óxidos de enxofre (SOx),43864.24
2013,PERNAMBUCO,CORTES,Óxidos de nitrogênio (NOx),543
2013,BAHIA,SIMOES FILHO,Material Particulado (MP),723.96
2013,SAO PAULO,AVARE,Ácido sulfúrico,1428
2013,RIO GRANDE DO SUL,URUGUAIANA,Monóxido de carbono (CO),26.38
2013,PARANA,LOBATO,Material Particulado (MP),0.82
2013,SANTA CATARINA,ABELARDO LUZ,Material Particulado (MP),4.8
2013,MATO GROSSO DO SUL,ITAPORA,Monóxido de carbono,7.8
2013,BAHIA,CAMACARI,Monóxido de carbono,15.4
2013,RIO GRANDE DO SUL,VACARIA,Óxidos de enxofre (SOx),0.01
2013,PARA,ALMEIRIM,Dióxido de enxofre,266.13
2013,GOIAS,SAO SIMAO,Material Particulado (MP),438.95
2013,AMAPA,SANTANA,Material Particulado (MP),116.76
2013,MINAS GERAIS,BETIM,Óxidos de enxofre (SOx),9989.77
2013,SAO PAULO,ITUPEVA,Dióxido de enxofre,1261.32
2013,BAHIA,CARINHANHA,Material Particulado (MP),0.02
2013,RIO DE JANEIRO,ITATIAIA,Material Particulado (MP),0.5
2013,SAO PAULO,EMBU-GUACU,Monóxido de carbono (CO),1
2013,BAHIA,ITABUNA,Óxidos de enxofre (SOx),86.43
2013,RIO GRANDE DO SUL,HULHA NEGRA,Material Particulado (MP),88.92
2013,MATO GROSSO DO SUL,CASSILANDIA,Material Particulado (MP),550
2013,SAO PAULO,PIRASSUNUNGA,Óxidos de enxofre (SOx),18
2013,MINAS GERAIS,IGUATAMA,Material Particulado (MP),0.04
2013,PARANA,MARECHAL CANDIDO RONDON,Monóxido de carbono (CO),1373.98
2013,MATO GROSSO,RONDONOPOLIS,Óxidos de enxofre (SOx),3.43
2013,ALAGOAS,MATRIZ DE CAMARAGIBE,Material Particulado (MP),292.59
2013,TOCANTINS,AUGUSTINOPOLIS,Monóxido de carbono (CO),0.3
2013,MATO GROSSO,VILA RICA,Óxidos de enxofre (SOx),1750
2013,CEARA,MORADA NOVA,Material Particulado (MP),0.1
2013,SAO PAULO,CERQUILHO,Óxidos de nitrogênio (NOx),0
2013,MINAS GERAIS,SENADOR MODESTINO GONCALVES,Monóxido de carbono (CO),100349.67
2013,RIO GRANDE DO SUL,ARVOREZINHA,Monóxido de carbono (CO),1.4000000000000001
2013,SANTA CATARINA,INDAIAL,Óxidos de nitrogênio (NOx),9.31
2013,SANTA CATARINA,RIO NEGRINHO,Material Particulado (MP),113.06000000000002
2013,MINAS GERAIS,MENDES PIMENTEL,Monóxido de carbono (CO),0.01
2013,SAO PAULO,SUZANO,Monóxido de carbono (CO),18832.01
2013,BAHIA,CAMACARI,Partículas (PM10),1.9
2013,SANTA CATARINA,PALHOCA,Material Particulado (MP),16.930000000000003
2013,MATO GROSSO DO SUL,ANGELICA,Óxidos de nitrogênio (NOx),862.93
2013,MATO GROSSO,RONDONOPOLIS,Óxidos de nitrogênio (NOx),77.86
2013,MATO GROSSO DO SUL,DOURADOS,Óxidos de nitrogênio (NOx),116.97
2013,ACRE,CRUZEIRO DO SUL,Material Particulado (MP),43
2013,RIO GRANDE DO SUL,CHARRUA,Material Particulado (MP),0.13
2013,RIO DE JANEIRO,MACAE,Monóxido de carbono (CO),76425.12000000001
2013,MARANHAO,SANTA LUZIA,Material Particulado (MP),0.01
2013,CEARA,PACAJUS,Monóxido de carbono (CO),2642.71
2013,RIO GRANDE DO SUL,SAPIRANGA,Material Particulado (MP),0.21000000000000002
2013,MINAS GERAIS,RIO MANSO,Monóxido de carbono (CO),0.01
2013,PARANA,CORNELIO PROCOPIO,Material Particulado (MP),0.5
2013,MINAS GERAIS,UBA,Material Particulado (MP),1172.96
2013,BAHIA,ILHEUS,Material Particulado (MP),1.03
2013,SANTA CATARINA,BIGUACU,Monóxido de carbono (CO),1584.93
2013,RIO GRANDE DO SUL,ENTRE-IJUIS,Óxidos de enxofre (SOx),0
2013,PERNAMBUCO,CABO DE SANTO AGOSTINHO,Dióxido de enxofre,1833.39
2013,MINAS GERAIS,ANTONIO CARLOS,Material Particulado (MP),26.33
2013,RIO DE JANEIRO,NOVA IGUACU,Óxidos de enxofre (SOx),0.01
2013,SAO PAULO,ASSIS,Óxidos de nitrogênio (NOx),0.05
2013,RIO GRANDE DO SUL,AGUA SANTA,Material Particulado (MP),0.01
2013,SAO PAULO,RANCHARIA,Óxidos de enxofre (SOx),0.08
2013,RIO DE JANEIRO,TERESOPOLIS,Material Particulado (MP),1.85
2013,PARANA,PALMEIRA,Material Particulado (MP),3
2013,BAHIA,CARINHANHA,Óxidos de nitrogênio (NOx),0.02
2013,MINAS GERAIS,SANTA BARBARA,Óxidos de enxofre (SOx),1.3
2013,SANTA CATARINA,FAXINAL DOS GUEDES,Óxidos de enxofre (SOx),508.96
2013,MINAS GERAIS,VARJAO DE MINAS,Material Particulado (MP),55
2013,SAO PAULO,ARACATUBA,Monóxido de carbono (CO),1671.32
2013,SANTA CATARINA,FORQUILHINHA,Material Particulado (MP),287.92
2013,RIO GRANDE DO SUL,BOA VISTA DO BURICA,Monóxido de carbono (CO),10000.25
2013,SANTA CATARINA,CURITIBANOS,Óxidos de nitrogênio (NOx),2264.35
2013,SAO PAULO,LAVINIA,Material Particulado (MP),15
2013,RIO GRANDE DO SUL,SAO LEOPOLDO,Material Particulado (MP),3364.7900000000004
2013,MATO GROSSO DO SUL,TRES LAGOAS,Material Particulado (MP),173357.81000000003
2013,RIO GRANDE DO NORTE,IELMO MARINHO,Monóxido de carbono (CO),0.02
2013,SAO PAULO,JABOTICABAL,Óxidos de nitrogênio (NOx),0
2013,BAHIA,XIQUE-XIQUE,Monóxido de carbono (CO),0.02
2013,PARANA,PONTA GROSSA,Material Particulado (MP),665.3699999999998
2013,MATO GROSSO,JURUENA,Monóxido de carbono (CO),1207.8
2013,MINAS GERAIS,CONTAGEM,Monóxido de carbono (CO),2.08
2013,RIO DE JANEIRO,GUAPIMIRIM,Óxidos de nitrogênio (NOx),6365.08
2013,MINAS GERAIS,AGUAS FORMOSAS,Material Particulado (MP),181.89
2013,RIO GRANDE DO SUL,SAO JERONIMO,Material Particulado (MP),1010.3
2013,SANTA CATARINA,LUIZ ALVES,Monóxido de carbono (CO),0.13
2013,RIO GRANDE DO SUL,CAMBARA DO SUL,Material Particulado (MP),189
2013,PARAIBA,RIO TINTO,Material Particulado (MP),508
2013,MINAS GERAIS,CALDAS,Material Particulado (MP),43.95
2013,MINAS GERAIS,MONTE AZUL,Material Particulado (MP),4
2013,SANTA CATARINA,IRINEOPOLIS,Monóxido de carbono (CO),70.37
2013,SERGIPE,PACATUBA,Monóxido de carbono (CO),5
2013,MARANHAO,SANTO ANTONIO DOS LOPES,Monóxido de carbono (CO),0.060000000000000005
2013,PARANA,SAO TOME,Material Particulado (MP),155.5
2013,SAO PAULO,SAO VICENTE,Material Particulado (MP),25.560000000000002
2013,RIO GRANDE DO SUL,PINHEIRINHO DO VALE,Material Particulado (MP),0.04
2013,ALAGOAS,SAO MIGUEL DOS CAMPOS,Óxidos de enxofre (SOx),225.76999999999998
2013,MINAS GERAIS,CARLOS CHAGAS,Material Particulado (MP),0.81
2013,SANTA CATARINA,TUBARAO,Dióxido de enxofre,23.33
2013,AMAZONAS,COARI,Óxidos de nitrogênio (NOx),3452.97
2013,SANTA CATARINA,SAO JOSE DO CEDRO,Monóxido de carbono,3000
2013,MATO GROSSO,NOVA MUTUM,Material Particulado (MP),0.13
2013,SAO PAULO,PRESIDENTE PRUDENTE,Óxidos de nitrogênio (NOx),102.27
2013,SAO PAULO,CAPAO BONITO,Material Particulado (MP),0.01
2013,CEARA,FORTALEZA,Óxidos de nitrogênio (NOx),401.49
2013,MINAS GERAIS,UNAI,Material Particulado (MP),44.08
2013,RIO GRANDE DO NORTE,MOSSORO,Monóxido de carbono (CO),818.54
2013,SAO PAULO,PINDAMONHANGABA,Material Particulado (MP),213.5
2013,SANTA CATARINA,NOVA VENEZA,Monóxido de carbono (CO),482.11
2013,SANTA CATARINA,CAPIVARI DE BAIXO,Óxidos de enxofre (SOx),122591.28
2013,SAO PAULO,ARACARIGUAMA,Monóxido de carbono (CO),4.75
2013,PERNAMBUCO,PETROLINA,Óxidos de nitrogênio (NOx),47.18
2013,PARA,BENEVIDES,Material Particulado (MP),10005.87
2013,TOCANTINS,XAMBIOA,Material Particulado (MP),17.07
2013,MATO GROSSO DO SUL,ITAPORA,Monóxido de carbono (CO),270
2013,PARANA,AMPERE,Monóxido de carbono (CO),4.41
2013,PARANA,PIRAI DO SUL,Monóxido de carbono (CO),12905.38
2013,SAO PAULO,DIRCE REIS,Material Particulado (MP),0.7
2013,SAO PAULO,AMERICANA,Monóxido de carbono (CO),0
2013,SAO PAULO,POTIRENDABA,Material Particulado (MP),556.71
2013,BAHIA,MADRE DE DEUS,Monóxido de carbono,15.71
2013,SANTA CATARINA,URUSSANGA,Material Particulado (MP),2.53
2013,SANTA CATARINA,JOACABA,Material Particulado (MP),2.3400000000000003
2013,SAO PAULO,MOGI DAS CRUZES,Óxidos de nitrogênio (NOx),51.400000000000006
2013,SAO PAULO,SOROCABA,Material Particulado (MP),782.65
2013,MATO GROSSO,BARRA DO GARCAS,Óxidos de enxofre (SOx),0.03
2013,SANTA CATARINA,LUIZ ALVES,Material Particulado (MP),3.12
2013,MINAS GERAIS,ITURAMA,Material Particulado (MP),584.74
2013,ALAGOAS,JEQUIA DA PRAIA,Óxidos de nitrogênio (NOx),117.09
2013,RIO GRANDE DO SUL,CAPAO DO LEAO,Material Particulado (MP),53
2013,MINAS GERAIS,CARMO DO CAJURU,Óxidos de enxofre (SOx),0.01
2013,PARANA,SABAUDIA,Material Particulado (MP),174800
2013,SAO PAULO,UBARANA,Material Particulado (MP),381.93
2013,GOIAS,GOIANESIA,Óxidos de nitrogênio (NOx),136530.93
2013,CEARA,PACAJUS,Óxidos de enxofre (SOx),0.01
2013,AMAZONAS,PRESIDENTE FIGUEIREDO,Óxidos de nitrogênio (NOx),53.3
2013,BAHIA,RIACHAO DAS NEVES,Material Particulado (MP),0.02
2013,MATO GROSSO,PONTES E LACERDA,Material Particulado (MP),184.12
2013,SANTA CATARINA,FORQUILHINHA,Óxidos de nitrogênio (NOx),128.69
2013,PARANA,TELEMACO BORBA,Material Particulado (MP),17485.04
2013,SAO PAULO,GUARIBA,Óxidos de nitrogênio (NOx),105.78
2013,ALAGOAS,CAMPO ALEGRE,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",258476
2013,BAHIA,CANDEIAS,Óxidos de nitrogênio (NOx),215231.1
2013,MINAS GERAIS,ARCEBURGO,Óxidos de nitrogênio (NOx),3.8
2013,ESPIRITO SANTO,MARILANDIA,Monóxido de carbono (CO),1
2013,PERNAMBUCO,CARUARU,Material Particulado (MP),0.01
2013,SAO PAULO,RIO DAS PEDRAS,Material Particulado (MP),178.82999999999998
2013,PARA,IPIXUNA DO PARA,Óxidos de enxofre (SOx),0.2
2013,BAHIA,JACOBINA,Material Particulado (MP),0.05
2013,SAO PAULO,POMPEIA,Monóxido de carbono (CO),0
2013,GOIAS,PEROLANDIA,Óxidos de nitrogênio (NOx),181.94
2013,SANTA CATARINA,TRES BARRAS,Óxidos de enxofre (SOx),119.4
2013,SAO PAULO,ITAPEVA,Material Particulado (MP),13.39
2013,RIO DE JANEIRO,SAO JOAO DA BARRA,Material Particulado (MP),70402.62
2013,SAO PAULO,PITANGUEIRAS,Óxidos de nitrogênio (NOx),719.54
2013,SANTA CATARINA,PENHA,Material Particulado (MP),13.03
2013,RIO GRANDE DO SUL,TAQUARI,Material Particulado (MP),269.32
2013,SAO PAULO,JABOTICABAL,Monóxido de carbono (CO),0.01
2013,BAHIA,NAZARE,Material Particulado (MP),3
2013,PARANA,HONORIO SERPA,Óxidos de nitrogênio (NOx),19.9
2013,SANTA CATARINA,ITAIOPOLIS,Monóxido de carbono (CO),80.32000000000001
2013,RIO DE JANEIRO,BELFORD ROXO,Óxidos de nitrogênio (NOx),56.32
2013,PARANA,CURITIBA,Monóxido de carbono (CO),472110.5900000001
2013,SAO PAULO,LIMEIRA,Monóxido de carbono (CO),240.61
2013,MINAS GERAIS,SAO VICENTE DE MINAS,Material Particulado (MP),10.18
2013,SAO PAULO,IBATE,Óxidos de nitrogênio (NOx),147.6
2013,PARANA,FLORESTOPOLIS,Material Particulado (MP),273.20000000000005
2013,SAO PAULO,PIRASSUNUNGA,Material Particulado (MP),1166.17
2013,PARA,BARCARENA,Material Particulado (MP),1067.73
2013,PERNAMBUCO,BEZERROS,Monóxido de carbono (CO),30610
2013,MINAS GERAIS,ITAU DE MINAS,Monóxido de carbono (CO),5.8
2013,PARANA,LONDRINA,Óxidos de enxofre (SOx),19.96
2013,MARANHAO,SANTA RITA,Material Particulado (MP),0.01
2013,SAO PAULO,COLINA,Material Particulado (MP),260.35
2013,SAO PAULO,SAO JOSE DO RIO PRETO,Monóxido de carbono (CO),0.23
2013,SANTA CATARINA,TAIO,Monóxido de carbono (CO),201.8
2013,MINAS GERAIS,CARMO DA MATA,Material Particulado (MP),14.15
2013,RONDONIA,CHUPINGUAIA,Material Particulado (MP),0
2013,MATO GROSSO,NOVA MUTUM,Óxidos de enxofre (SOx),29.7
2013,PARANA,ARAPONGAS,Óxidos de enxofre (SOx),51.29
2013,MINAS GERAIS,CONFINS,Óxidos de enxofre (SOx),0.01
2013,BAHIA,ITABUNA,Óxidos de nitrogênio (NOx),48.71
2013,SAO PAULO,CAMPINAS,Óxidos de enxofre (SOx),6.1
2013,ESPIRITO SANTO,FUNDAO,Material Particulado (MP),17.89
2013,MATO GROSSO DO SUL,NOVA ALVORADA DO SUL,Material Particulado (MP),532.31
2013,SAO PAULO,AGUDOS,Óxidos de enxofre (SOx),1.82
2013,ESPIRITO SANTO,DOMINGOS MARTINS,Material Particulado (MP),981.9
2013,PARANA,CAMPO MOURAO,Material Particulado (MP),97.03
2013,SAO PAULO,MAUA,Óxidos de enxofre (SOx),1392.76
2013,CEARA,QUIXADA,Óxidos de enxofre (SOx),35.81
2013,BAHIA,ITUACU,Óxidos de nitrogênio (NOx),0.01
2013,PARA,MARABA,Material Particulado (MP),3.4
2013,MINAS GERAIS,RIO POMBA,Material Particulado (MP),1.6900000000000002
2013,RIO DE JANEIRO,TERESOPOLIS,Óxidos de nitrogênio (NOx),5.41
2013,RIO GRANDE DO SUL,POUSO NOVO,Material Particulado (MP),0.15
2013,MINAS GERAIS,FORMIGA,Monóxido de carbono (CO),0.5
2013,TOCANTINS,PARAISO DO TOCANTINS,Monóxido de carbono (CO),5.37
2013,MATO GROSSO,NOVA XAVANTINA,Monóxido de carbono (CO),0.02
2013,GOIAS,SANTA CRUZ DE GOIAS,Material Particulado (MP),0.05
2013,AMAZONAS,MAUES,Monóxido de carbono (CO),0.02
2013,ESPIRITO SANTO,ICONHA,Material Particulado (MP),0.01
2013,SANTA CATARINA,TRES BARRAS,Monóxido de carbono (CO),2495.8
2013,SANTA CATARINA,SAO FRANCISCO DO SUL,Óxidos de enxofre (SOx),0.6
2013,SANTA CATARINA,NOVA VENEZA,Material Particulado (MP),5.74
2013,PARA,MOJU,Monóxido de carbono (CO),5574.91
2013,MINAS GERAIS,ARACAI,Material Particulado (MP),0.01
2013,RIO GRANDE DO SUL,ROCA SALES,Dióxido de enxofre,42.24
2013,SAO PAULO,CERQUEIRA CESAR,Material Particulado (MP),2
2013,RIO GRANDE DO SUL,CACHOEIRINHA,Monóxido de carbono (CO),0
2013,MATO GROSSO DO SUL,CORUMBA,Material Particulado (MP),116.67
2013,PARA,BRAGANCA,Material Particulado (MP),0.5
2013,PARANA,MALLET,Monóxido de carbono,129.70999999999998
2013,GOIAS,ANAPOLIS,Material Particulado (MP),2155.54
2013,SAO PAULO,CRUZEIRO,Monóxido de carbono (CO),0.28
2013,MATO GROSSO DO SUL,CAMPO GRANDE,Óxidos de enxofre (SOx),1381.0899999999997
2013,GOIAS,MINACU,Óxidos de enxofre (SOx),18.36
2013,MINAS GERAIS,TAQUARACU DE MINAS,Material Particulado (MP),1.3
2013,SAO PAULO,SAO PAULO,Óxidos de enxofre (SOx),11265.36
2013,SAO PAULO,CARAGUATATUBA,Óxidos de nitrogênio (NOx),796.76
2013,RIO DE JANEIRO,PETROPOLIS,Material Particulado (MP),0.53
2013,SAO PAULO,OURINHOS,Monóxido de carbono (CO),0.01
2013,RIO GRANDE DO SUL,CAMBARA DO SUL,Óxidos de nitrogênio (NOx),0.7
2013,SAO PAULO,SANTO ANDRE,Óxidos de enxofre (SOx),41.690000000000005
2013,MATO GROSSO,CAMPO VERDE,Material Particulado (MP),38.029999999999994
2013,RIO GRANDE DO SUL,SAO LUIZ GONZAGA,Monóxido de carbono (CO),1
2013,SAO PAULO,SUZANAPOLIS,Óxidos de nitrogênio (NOx),127.64
2013,MATO GROSSO DO SUL,CAMPO GRANDE,Monóxido de carbono (CO),15.95
2013,MINAS GERAIS,SAO JOSE DA LAPA,Monóxido de carbono (CO),0.01
2013,MINAS GERAIS,LAGOA SANTA,Óxidos de enxofre (SOx),85148
2013,PARANA,VERA CRUZ DO OESTE,Material Particulado (MP),0
2013,RIO GRANDE DO SUL,BAGE,Material Particulado (MP),50
2013,MINAS GERAIS,NOVA SERRANA,Material Particulado (MP),77.54
2013,PARANA,PIRAI DO SUL,Material Particulado (MP),3006.2
2013,RIO GRANDE DO SUL,CAPIVARI DO SUL,Material Particulado (MP),2.11
2013,RIO GRANDE DO NORTE,ALTO DO RODRIGUES,Óxidos de enxofre (SOx),3.46
2013,RIO GRANDE DO SUL,SELBACH,Monóxido de carbono (CO),1
2013,SANTA CATARINA,LAGUNA,Óxidos de enxofre (SOx),0.13
2013,SAO PAULO,IPEUNA,Material Particulado (MP),20.64
2013,MINAS GERAIS,ABADIA DOS DOURADOS,Material Particulado (MP),1.25
2013,SAO PAULO,CUBATAO,Material Particulado (MP),851.64
2013,SANTA CATARINA,CONCORDIA,Monóxido de carbono (CO),112.23
2013,SANTA CATARINA,CHAPECO,Material Particulado (MP),15.669999999999998
2013,PARANA,RIO NEGRO,Material Particulado (MP),12.819999999999999
2013,RIO GRANDE DO NORTE,CARNAUBA DOS DANTAS,Monóxido de carbono (CO),0.29999999999999993
2013,SAO PAULO,SOCORRO,Material Particulado (MP),0.01
2013,RIO GRANDE DO NORTE,MACAIBA,Material Particulado (MP),0.15000000000000002
2013,SAO PAULO,INDAIATUBA,Óxidos de enxofre (SOx),9.04
2013,RONDONIA,URUPA,Óxidos de nitrogênio (NOx),0.3
2013,GOIAS,SERRANOPOLIS,Material Particulado (MP),100
2013,PARANA,PIEN,Material Particulado (MP),1422.27
2013,PARA,PARAUAPEBAS,Óxidos de enxofre (SOx),1.92
2013,RIO GRANDE DO SUL,SANTA MARIA,Óxidos de enxofre (SOx),0
2013,RIO GRANDE DO NORTE,LAJES PINTADAS,Monóxido de carbono (CO),0.01
2013,SAO PAULO,LARANJAL PAULISTA,Óxidos de nitrogênio (NOx),67.5
2013,PARANA,RONDON,Óxidos de nitrogênio (NOx),437
2013,PARAIBA,QUIXABA,Monóxido de carbono (CO),0.2
2013,SANTA CATARINA,GARUVA,Óxidos de nitrogênio (NOx),0.22
2013,MINAS GERAIS,ITABIRA,Material Particulado (MP),0.47
2013,SAO PAULO,LUIS ANTONIO,Óxidos de nitrogênio (NOx),1343987.17
2013,CEARA,TABULEIRO DO NORTE,Material Particulado (MP),12
2013,RIO GRANDE DO SUL,CRUZ ALTA,Monóxido de carbono (CO),8178
2013,MARANHAO,IMPERATRIZ,Monóxido de carbono (CO),400.2
2013,PARA,ORIXIMINA,Óxidos de enxofre (SOx),43.5
2013,RIO GRANDE DO SUL,CAPIVARI DO SUL,Óxidos de enxofre (SOx),0.02
2013,SANTA CATARINA,LONTRAS,Material Particulado (MP),0.26
2013,RIO GRANDE DO SUL,ALEGRETE,Monóxido de carbono (CO),1304.37
2013,RIO GRANDE DO SUL,ERECHIM,Óxidos de enxofre (SOx),0.01
2013,MINAS GERAIS,RIBEIRAO DAS NEVES,Material Particulado (MP),986.7500000000001
2013,GOIAS,QUIRINOPOLIS,Material Particulado (MP),1665.07
2013,MINAS GERAIS,IBITURUNA,Óxidos de nitrogênio (NOx),1
2013,MINAS GERAIS,PEDRO LEOPOLDO,Monóxido de carbono (CO),6884366.699999999
2013,MINAS GERAIS,CACHOEIRA DA PRATA,Material Particulado (MP),4.08
2013,RIO GRANDE DO SUL,TAQUARA,Material Particulado (MP),1.61
2013,SAO PAULO,PONTAL,Óxidos de nitrogênio (NOx),275.21000000000004
