referencia,estado,municipio,quantidade
2020,CEARA,SOBRAL,3347.860000000001
2013,PERNAMBUCO,AFRANIO,4650.06
2016,RONDONIA,ALTO ALEGRE DOS PARECIS,0.15
2021,RIO GRANDE DO SUL,ERVAL SECO,0.03
2020,MINAS GERAIS,PARACATU,447.89000000000004
2019,MINAS GERAIS,IPUIUNA,2317.5499999999997
2020,RIO DE JANEIRO,DUAS BARRAS,1
2014,RIO GRANDE DO SUL,SANTO ANTONIO DO PLANALTO,0.5
2019,PARANA,CALIFORNIA,200.06
2018,BAHIA,ITANHEM,1.22
2018,BAHIA,TANQUE NOVO,0.22
2020,SANTA CATARINA,TANGARA,712.6800000000001
2013,MATO GROSSO DO SUL,VICENTINA,1.2
2020,RIO DE JANEIRO,SAO GONCALO,12.57
2016,MINAS GERAIS,ANTONIO CARLOS,1909.1299999999999
2016,PARAIBA,PEDRA LAVRADA,3.01
2013,MINAS GERAIS,CAPITAO ENEAS,7680
2017,RIO GRANDE DO SUL,MARAU,79506.78999999998
2017,PARA,SAO MIGUEL DO GUAMA,38412.79
2014,SANTA CATARINA,CORREIA PINTO,477.19
2013,SAO PAULO,MONTE APRAZIVEL,24.84
2017,ESPIRITO SANTO,VITORIA,72723.97000000002
2014,MINAS GERAIS,ITATIAIUCU,0.04
2017,MINAS GERAIS,TOCANTINS,36.89000000000001
2018,RIO DE JANEIRO,NATIVIDADE,4
2017,SAO PAULO,SAO JOSE DO RIO PARDO,72.92
2018,MINAS GERAIS,SERITINGA,35.54
2020,SAO PAULO,PEDRA BELA,0.32
2019,MINAS GERAIS,FRANCISCOPOLIS,1.02
2013,SAO PAULO,PARAPUA,0.01
2018,SAO PAULO,MONTE MOR,279.16999999999996
2017,PARAIBA,CAMPINA GRANDE,1096.86
2014,ESPIRITO SANTO,SANTA LEOPOLDINA,1.37
2013,BAHIA,IGAPORA,0.05
2020,PARANA,CASCAVEL,1515.5699999999997
2015,BAHIA,MALHADA DE PEDRAS,0.04
2017,CEARA,MAURITI,1088.3
2015,MINAS GERAIS,CAPINOPOLIS,0.04
2019,RIO DE JANEIRO,QUISSAMA,79.91
2018,SANTA CATARINA,BANDEIRANTE,0.01
2017,SAO PAULO,JERIQUARA,0.2
2021,SAO PAULO,ARUJA,12.329999999999997
2019,TOCANTINS,DUERE,2803.9500000000007
2013,ESPIRITO SANTO,MARILANDIA,10002.45
2019,SAO PAULO,SAO SEBASTIAO DA GRAMA,0.02
2020,MINAS GERAIS,ARACUAI,272.96
2015,SAO PAULO,AGUDOS,2867.13
2015,MINAS GERAIS,CAMANDUCAIA,9.2
2013,PERNAMBUCO,CARUARU,1.1300000000000001
2014,MINAS GERAIS,MONTES CLAROS,2192.57
2018,RIO GRANDE DO SUL,FREDERICO WESTPHALEN,2.9999999999999996
2015,MINAS GERAIS,POUSO ALEGRE,34.360000000000014
2019,ESPIRITO SANTO,ALEGRE,0.32
2017,MINAS GERAIS,LUMINARIAS,208.8
2016,SANTA CATARINA,ITAIOPOLIS,122.42
2021,GOIAS,NAZARIO,158.53999999999996
2018,MINAS GERAIS,VERISSIMO,0
2015,PARA,MARABA,234.41
2021,PARANA,LOBATO,0.33
2015,MINAS GERAIS,REDUTO,0.5
2021,RIO GRANDE DO SUL,SARANDI,83.00999999999999
2019,MINAS GERAIS,MAR DE ESPANHA,34.78
2017,PARAIBA,SANTA RITA,23.77
2021,GOIAS,OURO VERDE DE GOIAS,1
2018,RIO GRANDE DO SUL,NAO-ME-TOQUE,0.24000000000000002
2013,PARA,IPIXUNA DO PARA,1.61
2015,SAO PAULO,ITAPECERICA DA SERRA,627.62
2014,SAO PAULO,ELIAS FAUSTO,503.39000000000004
2016,PARA,MOJU,321.28000000000003
2018,RIO GRANDE DO SUL,CACEQUI,2
2018,MINAS GERAIS,SAO THOME DAS LETRAS,2
2017,PERNAMBUCO,PAULISTA,128.24
2017,SANTA CATARINA,ITAIOPOLIS,97.03
2022,SANTA CATARINA,SAO BENTO DO SUL,0.01
2014,AMAZONAS,COARI,5161.339999999999
2015,GOIAS,TRINDADE,22.689999999999998
2021,BAHIA,CANDEIAS,1973617.94
2017,PARANA,IBIPORA,54.78
2017,AMAZONAS,PRESIDENTE FIGUEIREDO,431.06
2022,SAO PAULO,BOTUCATU,3211.2
2014,PARANA,TERRA BOA,94.27
2018,SANTA CATARINA,CHAPECO,2302.5800000000004
2022,GOIAS,ANAPOLIS,713.28
2018,PARANA,GUAMIRANGA,0.96
2014,GOIAS,SAO LUIS DE MONTES BELOS,26.2
2014,MATO GROSSO,MATUPA,413.84
2019,RIO GRANDE DO SUL,ARATIBA,2.2
2017,BAHIA,CACHOEIRA,18.53
2017,MINAS GERAIS,CARNEIRINHO,988.9300000000001
2016,SAO PAULO,SAO SIMAO,37.33
2016,MINAS GERAIS,PIUMHI,3.1499999999999995
2017,ALAGOAS,OLHO D'AGUA DAS FLORES,274.01
2016,PARANA,AMAPORA,1.02
2021,SAO PAULO,CAMPOS DO JORDAO,0.01
2016,PARA,ALTAMIRA,0.02
2021,MINAS GERAIS,IPANEMA,0.39
2013,TOCANTINS,DIVINOPOLIS DO TOCANTINS,1.1
2017,MINAS GERAIS,MATIAS BARBOSA,745.43
2019,SANTA CATARINA,CAPINZAL,382.83000000000004
2020,MATO GROSSO,TANGARA DA SERRA,145.95
2020,RIO GRANDE DO SUL,MUITOS CAPOES,597.01
2015,RIO GRANDE DO NORTE,BARAUNA,3878.9800000000005
2018,PARAIBA,MAMANGUAPE,1714.02
2019,RIO GRANDE DO SUL,NONOAI,251.01
2021,RIO GRANDE DO SUL,DOIS IRMAOS,25.53
2016,RIO GRANDE DO NORTE,TENENTE ANANIAS,14
2020,PARANA,ITAPERUCU,12.45
2020,PARAIBA,GUARABIRA,12258.670000000002
2021,MINAS GERAIS,SOLEDADE DE MINAS,20
2019,SAO PAULO,AMERICANA,71428.27000000002
2015,GOIAS,CAMPO LIMPO DE GOIAS,355.29999999999995
2016,SANTA CATARINA,ORLEANS,1
2021,MINAS GERAIS,RIO ACIMA,1.14
2017,MINAS GERAIS,SACRAMENTO,45.080000000000005
2021,RIO GRANDE DO NORTE,NISIA FLORESTA,0.03
2013,TOCANTINS,ARAGUATINS,626.1
2014,PARANA,RIO NEGRO,154.8
2019,RIO GRANDE DO SUL,SAO LUIZ GONZAGA,1.81
2014,SAO PAULO,SANTA BARBARA D'OESTE,2495.649999999999
2014,RIO GRANDE DO SUL,SAO SEBASTIAO DO CAI,53.19
2019,ESPIRITO SANTO,JERONIMO MONTEIRO,0.01
2017,PARANA,SERRANOPOLIS DO IGUACU,1
2021,SAO PAULO,SANTA GERTRUDES,29774.35
2017,SAO PAULO,SANTO ANTONIO DA ALEGRIA,6.7
2017,ACRE,FEIJO,79
2018,MATO GROSSO,LUCAS DO RIO VERDE,1495.3600000000001
2019,SAO PAULO,NOVA CAMPINA,1211.41
2017,PERNAMBUCO,SAO LOURENCO DA MATA,196.95000000000002
2020,SANTA CATARINA,BRUSQUE,8159.990000000001
2020,RIO DE JANEIRO,PETROPOLIS,56.04
2014,ESPIRITO SANTO,SANTA TERESA,0.5
2014,MINAS GERAIS,OLIVEIRA,5.68
2017,SANTA CATARINA,TREZE TILIAS,71.53
2018,PARANA,CORBELIA,0.5
2014,SAO PAULO,NOVA ODESSA,4982.599999999999
2019,MINAS GERAIS,CORREGO FUNDO,2807.3500000000013
2014,SANTA CATARINA,IPORA DO OESTE,0.16
2020,MINAS GERAIS,SANTA RITA DO ITUETO,6.699999999999999
2013,BAHIA,MANOEL VITORINO,3498
2014,PARANA,PRUDENTOPOLIS,1445.3999999999999
2016,MINAS GERAIS,MANHUACU,1.51
2016,MINAS GERAIS,CANDEIAS,3.42
2017,GOIAS,CABECEIRAS,18.31
2020,PARANA,ESPIGAO ALTO DO IGUACU,0.2
2018,SAO PAULO,MORUNGABA,288.71
2016,MINAS GERAIS,BETIM,15309.089999999998
2015,MINAS GERAIS,OURO PRETO,1322.94
2021,BAHIA,JUAZEIRO,2185.96
2015,MATO GROSSO DO SUL,BATAGUASSU,116.98000000000003
2013,CEARA,HORIZONTE,0.02
2021,PERNAMBUCO,TACAIMBO,8
2020,CEARA,MORADA NOVA,3938.1699999999996
2013,MINAS GERAIS,SAO JOSE DA SAFIRA,0.03
2017,PARA,REDENCAO,163.28
2016,PARANA,CANDOI,17
2014,RONDONIA,MACHADINHO D'OESTE,60.26
2017,PARANA,MEDIANEIRA,328.40000000000003
2014,PERNAMBUCO,BARREIROS,0.02
2016,MINAS GERAIS,SENADOR FIRMINO,15
2018,SANTA CATARINA,CATANDUVAS,94.82
2015,RONDONIA,PIMENTA BUENO,13.41
2020,PARAIBA,SANTA CECILIA,0.01
2020,PARANA,PIEN,4624996.8
2014,SANTA CATARINA,GUATAMBU,7.6
2021,MINAS GERAIS,OURO PRETO,66059.57999999996
2020,BAHIA,RIO DO ANTONIO,0.04
2015,SAO PAULO,POTIM,39.13
2018,RIO GRANDE DO SUL,SERIO,60000
2021,SAO PAULO,SANTA MARIA DA SERRA,0.11
2021,MINAS GERAIS,NOVA UNIAO,2.05
2015,PARANA,TELEMACO BORBA,7181.009999999999
2013,GOIAS,NOVA VENEZA,0.29
2018,PARANA,ANDIRA,0.31
2019,SANTA CATARINA,RODEIO,1
2019,GOIAS,GOIANIA,530.12
2021,SAO PAULO,JACAREI,7398.219999999998
2016,SAO PAULO,LINS,1806.09
2021,MINAS GERAIS,VIRGEM DA LAPA,0
2021,RIO GRANDE DO SUL,GARIBALDI,947104.9199999999
2019,PARANA,PINHAIS,162
2019,SAO PAULO,MONTE APRAZIVEL,905.28
2020,PARANA,PARANAPOEMA,120.8
2021,PARANA,ARAUCARIA,32379.81
2018,SAO PAULO,JANDIRA,7.819999999999999
2019,SANTA CATARINA,XANXERE,1340.1299999999999
2017,TOCANTINS,BURITI DO TOCANTINS,150.16
2013,AMAZONAS,PRESIDENTE FIGUEIREDO,269.08
2019,SAO PAULO,MORUNGABA,283.04999999999995
2018,PIAUI,UNIAO,676170
2015,SANTA CATARINA,XANXERE,13.559999999999999
2020,BAHIA,SANTA LUZIA,0.18
2019,PARAIBA,BELEM,0.5
2016,MINAS GERAIS,PATOS DE MINAS,271.74
2021,MINAS GERAIS,RAPOSOS,0.02
2013,RIO DE JANEIRO,SAO JOAO DE MERITI,0.01
2019,CEARA,CRATEUS,946.62
2013,MATO GROSSO DO SUL,IVINHEMA,1.5
2018,CEARA,PARAMBU,17035.2
2020,MINAS GERAIS,JAIBA,9.92
2013,MINAS GERAIS,RIO MANSO,1.8199999999999998
2019,PARANA,CONTENDA,677.9399999999999
2013,BAHIA,ITAMBE,4.55
2014,SAO PAULO,MOCOCA,66.02000000000001
2016,RIO GRANDE DO NORTE,JOAO CAMARA,0.05
2016,SAO PAULO,ARACARIGUAMA,213.7
2014,RIO DE JANEIRO,NOVA IGUACU,8971.560000000001
2020,BAHIA,LAURO DE FREITAS,0.02
2016,SAO PAULO,TAUBATE,200508.97999999995
2019,RIO GRANDE DO SUL,CANDIOTA,19381.59
2020,SAO PAULO,RAFARD,2819.66
2019,SAO PAULO,NEVES PAULISTA,0.1
2017,PERNAMBUCO,GLORIA DO GOITA,87.16
2016,RONDONIA,CORUMBIARA,0.15
2020,CEARA,ALTO SANTO,0.12000000000000001
2017,SAO PAULO,CARDOSO,0.4
2019,SANTA CATARINA,IBIRAMA,167.23
2016,MINAS GERAIS,CORREGO FUNDO,3105.08
2016,SAO PAULO,ARARAQUARA,4219.0599999999995
2018,ESPIRITO SANTO,VIANA,8113.340000000001
2018,MINAS GERAIS,CLARAVAL,0.67
2018,SAO PAULO,IGARAPAVA,1343.4499999999998
2018,MINAS GERAIS,POTE,0.02
2020,BAHIA,VALENTE,0.01
2019,PARANA,GUARAQUECABA,0.94
2015,SANTA CATARINA,IBIRAMA,319.39
2014,SAO PAULO,MENDONCA,694.8599999999999
2019,RONDONIA,VILHENA,475.04
2013,RIO GRANDE DO SUL,BAGE,40230
2018,PARANA,CATANDUVAS,0.5
2019,MINAS GERAIS,BRASOPOLIS,2.44
2016,SAO PAULO,BORBOREMA,277.2
2021,BAHIA,CONCEICAO DA FEIRA,6.970000000000001
2017,GOIAS,CACHOEIRA ALTA,0.060000000000000005
2019,SANTA CATARINA,SAO JOSE,7412.030000000001
2016,RIO GRANDE DO SUL,TRIUNFO,9604.029999999999
2017,RIO GRANDE DO SUL,DOUTOR RICARDO,0.04
2014,SAO PAULO,BANANAL,7
2014,MINAS GERAIS,NAZARENO,402.28
2013,PARANA,PONTA GROSSA,6703.74
2014,MINAS GERAIS,PATROCINIO DO MURIAE,37
2014,SAO PAULO,HOLAMBRA,0.03
2021,CEARA,ITAICABA,2190.2400000000002
2021,PARANA,PAICANDU,106
2022,PARANA,COLOMBO,1.15
2019,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,90
2021,PERNAMBUCO,OURICURI,84.06
2013,SAO PAULO,MONCOES,179.34
2014,PERNAMBUCO,PRIMAVERA,0.01
2021,PERNAMBUCO,SERRITA,1
2015,MINAS GERAIS,PEDRA AZUL,3.1
2013,RIO GRANDE DO SUL,ARARICA,1.2
2021,PARAIBA,NOVA FLORESTA,1.3
2017,MINAS GERAIS,INHAPIM,100
2016,SAO PAULO,SOROCABA,86140.55999999995
2014,SANTA CATARINA,NOVA TRENTO,106.19999999999999
2013,ESPIRITO SANTO,DIVINO DE SAO LOURENCO,0.01
2014,PARANA,AMAPORA,2.2399999999999998
2015,RIO GRANDE DO SUL,ARARICA,1.2
2014,CEARA,MARANGUAPE,10.02
2013,RIO GRANDE DO SUL,IBIACA,0.02
2013,ESPIRITO SANTO,SAO ROQUE DO CANAA,1825.42
2018,SANTA CATARINA,GRAVATAL,0.1
2021,MINAS GERAIS,PEDRA AZUL,9.64
2019,BAHIA,SANTALUZ,0
2021,MINAS GERAIS,LAVRAS,193.71
2016,MINAS GERAIS,ITUIUTABA,1275.4599999999996
2018,SANTA CATARINA,RIO DO OESTE,1.46
2021,AMAZONAS,IPIXUNA,4.99
2013,MATO GROSSO DO SUL,CORUMBA,116.67
2020,MATO GROSSO DO SUL,CORUMBA,447.34
2019,MINAS GERAIS,CONCEICAO DO MATO DENTRO,1178.58
2021,RIO DE JANEIRO,BOM JARDIM,0.12
2021,MINAS GERAIS,SANTO ANTONIO DO AMPARO,150
2018,MINAS GERAIS,CARVALHOS,32.3
2020,SANTA CATARINA,TREZE DE MAIO,5.739999999999998
2016,RIO GRANDE DO SUL,SERTAO SANTANA,1.4
2020,RONDONIA,ESPIGAO D'OESTE,4.5
2013,PARANA,ITAIPULANDIA,0.57
2020,MINAS GERAIS,ITAJUBA,162.29000000000002
2019,MINAS GERAIS,CALDAS,487.64
2021,SANTA CATARINA,JARAGUA DO SUL,4000.1400000000012
2015,GOIAS,SANTA CRUZ DE GOIAS,0.07
2015,SAO PAULO,REGENTE FEIJO,12.98
2019,MINAS GERAIS,PORTEIRINHA,0.2
2019,MATO GROSSO DO SUL,JATEI,71.31
2017,RIO GRANDE DO SUL,TRES PASSOS,53.17
2021,MINAS GERAIS,ITUETA,0.05
2021,PERNAMBUCO,PEDRA,29.37
2017,PERNAMBUCO,TORITAMA,231.3
2015,SAO PAULO,VARGEM,8.42
2021,SAO PAULO,TUIUTI,0.02
2020,PARANA,ALTO PARAISO,512
2015,SERGIPE,ARACAJU,21.59
2015,RIO DE JANEIRO,CARMO,0.04
2021,PARANA,SANTA IZABEL DO OESTE,0.16
2020,ESPIRITO SANTO,VENDA NOVA DO IMIGRANTE,10.929999999999998
2020,ESPIRITO SANTO,ALEGRE,0.3
2019,MINAS GERAIS,BRASILIA DE MINAS,2.5
2015,SAO PAULO,BOM SUCESSO DE ITARARE,4
2016,SAO PAULO,CAJURU,4009.5800000000004
2018,MINAS GERAIS,NAQUE,0.02
2019,RIO DE JANEIRO,ITABORAI,36.53
2017,RIO GRANDE DO SUL,NOVA PRATA,294.77
2016,MINAS GERAIS,BURITIZEIRO,0.14
2018,TOCANTINS,DARCINOPOLIS,0.01
2018,SAO PAULO,LUIS ANTONIO,3373.4600000000005
2013,ESPIRITO SANTO,NOVA VENECIA,761.73
2014,MATO GROSSO,SINOP,19.8
2021,RIO DE JANEIRO,ITAGUAI,82.22
2021,PARA,MOJU,178.95
2014,RIO GRANDE DO NORTE,SANTANA DO MATOS,0.01
2019,MINAS GERAIS,SANTA RITA DE MINAS,6.629999999999999
2013,RIO DE JANEIRO,ITAOCARA,0.2
2019,CEARA,SOLONOPOLE,0.060000000000000005
2020,RIO GRANDE DO NORTE,SAO GONCALO DO AMARANTE,1935024.08
2016,SAO PAULO,SANTA BARBARA D'OESTE,351.42
2015,PARANA,ALMIRANTE TAMANDARE,237.13
2020,PARA,RONDON DO PARA,109.3
2014,SAO PAULO,SUD MENNUCCI,407.7
2014,MINAS GERAIS,PIRAPETINGA,10
2019,GOIAS,ITUMBIARA,1921.78
2021,SANTA CATARINA,ERVAL VELHO,0.01
2016,GOIAS,BRAZABRANTES,20
2021,PARANA,TURVO,185.76
2021,PARANA,CAMBE,1136.62
2015,MINAS GERAIS,MARTINHO CAMPOS,441.55
2018,MINAS GERAIS,PIRAJUBA,220780
2020,SAO PAULO,IBIRAREMA,1
2013,PARANA,PARANAPOEMA,80.69
2016,GOIAS,PIRANHAS,136.25
2015,SAO PAULO,APARECIDA,0.05
2020,BAHIA,BRUMADO,3236.5999999999995
2020,RIO GRANDE DO SUL,TUPANDI,43.47
2019,SAO PAULO,TATUI,1579.57
2019,SAO PAULO,SANTANA DE PARNAIBA,14
2016,MINAS GERAIS,PARACATU,173.69
2014,MINAS GERAIS,SERRA DOS AIMORES,60.23
2014,RIO DE JANEIRO,PATY DO ALFERES,1
2021,PERNAMBUCO,LIMOEIRO,10.03
2017,PERNAMBUCO,BEZERROS,50800
2020,SAO PAULO,OCAUCU,1.2
2020,SAO PAULO,SOCORRO,6715122.77
2018,SAO PAULO,MAIRIPORA,4.8100000000000005
2020,PARAIBA,JUNCO DO SERIDO,106.87
2022,SANTA CATARINA,POUSO REDONDO,48.29
2021,RIO GRANDE DO SUL,VANINI,0.01
2013,GOIAS,MINACU,509.32
2017,AMAZONAS,URUCARA,0.01
2015,SANTA CATARINA,MAFRA,623.17
2022,GOIAS,GOIATUBA,1169.86
2018,RONDONIA,SAO MIGUEL DO GUAPORE,2.49
2015,SAO PAULO,POTIRENDABA,496.06
2019,RIO GRANDE DO NORTE,APODI,12.19
2017,MATO GROSSO DO SUL,RIO BRILHANTE,6478.899999999999
2021,MATO GROSSO,JUSCIMEIRA,26.96
2021,BAHIA,EUCLIDES DA CUNHA,15
2013,MINAS GERAIS,COQUEIRAL,1
2019,PARANA,UBIRATA,238.57999999999998
2021,PARA,TRACUATEUA,0.01
2017,SAO PAULO,CASTILHO,600.2
2020,PARANA,MARMELEIRO,0.1
2015,PARANA,FAXINAL,26.3
2019,SAO PAULO,MIRASSOL,50.71
2014,SANTA CATARINA,PETROLANDIA,0.02
2015,GOIAS,ANICUNS,1.02
2021,SANTA CATARINA,MONDAI,0.9
2016,PARA,MAE DO RIO,5
2014,MINAS GERAIS,CANA VERDE,2.4000000000000004
2015,BAHIA,CACULE,0.08
2016,GOIAS,CAIAPONIA,200.09
2021,GOIAS,SAO FRANCISCO DE GOIAS,6.09
2020,RONDONIA,MACHADINHO D'OESTE,10.200000000000001
2021,PARANA,MERCEDES,76.91
2014,MINAS GERAIS,SAO JOAQUIM DE BICAS,43.41
2021,MINAS GERAIS,CARAI,90.07000000000002
2015,PARANA,PEABIRU,102
2022,SANTA CATARINA,PRESIDENTE GETULIO,1.75
2016,RIO DE JANEIRO,SAO PEDRO DA ALDEIA,3.04
2018,SAO PAULO,ADAMANTINA,1.84
2015,SANTA CATARINA,SAO JOAO DO OESTE,81
2016,BAHIA,TEIXEIRA DE FREITAS,1.43
2019,RIO GRANDE DO SUL,PINHEIRO MACHADO,40
2013,SANTA CATARINA,RIO DO CAMPO,87.01
2015,ESPIRITO SANTO,BAIXO GUANDU,3.14
2014,MINAS GERAIS,CANAPOLIS,272.45000000000005
2016,PARAIBA,SOLEDADE,0.56
2020,RIO GRANDE DO SUL,MARAU,657.46
2020,SANTA CATARINA,SCHROEDER,680.77
2018,MATO GROSSO,JANGADA,1.02
2014,SANTA CATARINA,VITOR MEIRELES,2.51
2015,PARANA,SANTA CRUZ DE MONTE CASTELO,6.77
2016,MARANHAO,ACAILANDIA,103.12
2017,MINAS GERAIS,ACUCENA,1300
2015,PARANA,SANTA TEREZINHA DE ITAIPU,0.23
2018,SAO PAULO,CAMPOS DO JORDAO,1.37
2016,SANTA CATARINA,ICARA,2259.7000000000003
2014,RIO GRANDE DO SUL,RIO GRANDE,4517.25
2014,RIO DE JANEIRO,PIRAI,1
2021,MINAS GERAIS,SAO BRAS DO SUACUI,0.4
2013,PARANA,SANTO ANTONIO DO SUDOESTE,0.1
2017,RIO GRANDE DO NORTE,TENENTE ANANIAS,14
2019,PERNAMBUCO,CABO DE SANTO AGOSTINHO,3951.5
2013,MATO GROSSO,JANGADA,0.02
2014,BAHIA,RIACHO DE SANTANA,0.04
2014,MINAS GERAIS,BETIM,2487354.239999997
2020,MINAS GERAIS,MONTES CLAROS,18644.879999999994
2017,MATO GROSSO,SINOP,82.4
2021,MARANHAO,AXIXA,2.62
2017,RIO GRANDE DO SUL,IJUI,141.96
2020,SAO PAULO,SANTA FE DO SUL,1.01
2017,RIO GRANDE DO SUL,BALNEARIO PINHAL,75.69
2015,RONDONIA,ITAPUA DO OESTE,17257.94
2014,PARANA,GUARAPUAVA,12308.299999999997
2014,MINAS GERAIS,EXTREMA,344.36000000000007
2013,ESPIRITO SANTO,VITORIA,44193.78999999999
2021,SAO PAULO,CESARIO LANGE,0.99
2021,SAO PAULO,ILHA SOLTEIRA,2.98
2018,PERNAMBUCO,RIBEIRAO,1600
2019,PARANA,SULINA,0.32
2020,SANTA CATARINA,SANTO AMARO DA IMPERATRIZ,0.13
2017,MARANHAO,CHAPADINHA,1000
2015,MARANHAO,ROSARIO,0.060000000000000005
2015,MINAS GERAIS,OLIVEIRA,4.03
2019,RIO GRANDE DO SUL,IJUI,23.91
2021,SAO PAULO,BARBOSA,14545.2
2020,ESPIRITO SANTO,CONCEICAO DA BARRA,188.83
2016,SAO PAULO,QUATA,1811.37
2014,PARA,NOVA IPIXUNA,21
2016,SAO PAULO,LORENA,155.55
2020,SAO PAULO,UBIRAJARA,0.05
2020,SAO PAULO,NARANDIBA,1394.81
2015,SAO PAULO,PARDINHO,2
2019,CEARA,ITAPIPOCA,244.44
2019,PARA,SANTANA DO ARAGUAIA,98.32000000000001
2020,RIO GRANDE DO SUL,TAQUARUCU DO SUL,0.03
2019,SAO PAULO,LUCELIA,210.01999999999998
2014,RIO GRANDE DO SUL,GUARANI DAS MISSOES,1
2021,SANTA CATARINA,SEARA,1658.6599999999999
2017,SAO PAULO,JAMBEIRO,2.25
2017,RIO GRANDE DO SUL,PINHEIRINHO DO VALE,0.04
2019,MINAS GERAIS,BELO VALE,1.57
2017,MINAS GERAIS,SANTA RITA DE JACUTINGA,50
2019,SAO PAULO,REGISTRO,0.02
2016,SANTA CATARINA,SAO JOAO DO OESTE,86
2017,BAHIA,SALVADOR,22719.249999999996
2021,BAHIA,PARAMIRIM,39.11
2015,SANTA CATARINA,TREVISO,23512
2017,SAO PAULO,SAO ROQUE,1001.99
2016,RIO GRANDE DO SUL,ROCA SALES,1.5499999999999998
2013,SAO PAULO,RIBEIRAO PRETO,8810.420000000002
2019,SERGIPE,LARANJEIRAS,11322.439999999999
2020,ESPIRITO SANTO,PINHEIROS,728.0899999999999
2016,SAO PAULO,DOURADO,0
2018,PARANA,CAMPINA DO SIMAO,110.64
2019,SANTA CATARINA,TREVISO,67.55
2013,PARANA,APUCARANA,743.78
2017,RIO GRANDE DO SUL,ERECHIM,8484.66
2016,RONDONIA,JARU,25856.229999999992
2021,BAHIA,SANTO ESTEVAO,16.14
2017,SANTA CATARINA,SCHROEDER,518.5699999999999
2021,ALAGOAS,ESTRELA DE ALAGOAS,0.01
2020,SAO PAULO,MONTE APRAZIVEL,656.74
2015,PARANA,IRATI,55.67
2016,SAO PAULO,TAQUARITINGA,26.220000000000002
2019,RIO GRANDE DO SUL,SAO MARCOS,8.079999999999998
2020,CEARA,SAO LUIS DO CURU,49.01
2019,GOIAS,EDEIA,1991.2
2014,MINAS GERAIS,INCONFIDENTES,0.01
2020,MINAS GERAIS,SARZEDO,239.17999999999998
2020,MINAS GERAIS,CANDEIAS,1.32
2020,TOCANTINS,ITACAJA,1.6
2020,MINAS GERAIS,MANHUACU,0.04
2014,SANTA CATARINA,BALNEARIO ARROIO DO SILVA,15.97
2013,SAO PAULO,SUMARE,2575.13
2019,SAO PAULO,BROTAS,1631.45
2017,BAHIA,NOVA SOURE,36.36
2018,CEARA,VICOSA DO CEARA,1.33
2017,RIO GRANDE DO SUL,ENTRE-IJUIS,1.09
2017,RIO GRANDE DO SUL,CAXIAS DO SUL,668.5899999999996
2020,MINAS GERAIS,NOVA LIMA,31062.640000000003
2017,SERGIPE,SIMAO DIAS,183137.22999999998
2020,PARANA,GUARANIACU,288
2015,SAO PAULO,MENDONCA,418.61
2019,SANTA CATARINA,TRES BARRAS,1401.1100000000001
2016,MATO GROSSO,TANGARA DA SERRA,2273.57
2019,SANTA CATARINA,ABELARDO LUZ,1622.5
2017,MINAS GERAIS,CLAUDIO,25869.64999999997
2020,ACRE,TARAUACA,479.05999999999995
2018,MINAS GERAIS,TARUMIRIM,0.01
2022,MINAS GERAIS,IGARATINGA,0.27
2020,SAO PAULO,ESTIVA GERBI,19.639999999999997
2015,BAHIA,PARAMIRIM,0.11
2019,TOCANTINS,DARCINOPOLIS,0
2013,MINAS GERAIS,BELO HORIZONTE,18430.859999999997
2016,PARANA,JACAREZINHO,4769.0199999999995
2018,PARAIBA,SAO DOMINGOS DE POMBAL,0.6
2018,SAO PAULO,SANTA BARBARA D'OESTE,812.0799999999998
2016,RIO GRANDE DO SUL,VERANOPOLIS,217.82
2020,BAHIA,IPIRA,0.2
2021,PARANA,NOVA LONDRINA,1442.8999999999999
2015,MINAS GERAIS,VARJAO DE MINAS,44
2014,RIO GRANDE DO SUL,FLORES DA CUNHA,0.12000000000000001
2020,MINAS GERAIS,GUIRICEMA,0.25
2013,GOIAS,NAZARIO,3961.33
2017,CEARA,UBAJARA,4154.969999999999
2020,MATO GROSSO DO SUL,PARAISO DAS AGUAS,0.02
2016,SAO PAULO,SERRA NEGRA,0.03
2014,SAO PAULO,PEREIRA BARRETO,190.39999999999998
2021,MINAS GERAIS,RIO PRETO,0.14
2021,PARANA,MARIALVA,3166.500000000001
2021,PARANA,ENEAS MARQUES,4.8
2021,MINAS GERAIS,RAUL SOARES,1.01
2019,SAO PAULO,PALESTINA,582.84
2021,GOIAS,JANDAIA,202.17999999999998
2019,SAO PAULO,ECHAPORA,0.01
2018,PARANA,PARANAVAI,1394.32
2016,PARANA,PATO BRANCO,131.09
2013,BAHIA,JUAZEIRO,752.08
2015,SERGIPE,LARANJEIRAS,81972860.91999999
2016,GOIAS,INDIARA,1000.01
2017,ESPIRITO SANTO,SAO GABRIEL DA PALHA,2.91
2020,MINAS GERAIS,GALILEIA,101.97
2020,MINAS GERAIS,PIUMHI,14.110000000000001
2014,AMAPA,SERRA DO NAVIO,337.93
2014,ESPIRITO SANTO,GUACUI,0.09
2019,RIO DE JANEIRO,SANTA MARIA MADALENA,0.06
2021,MINAS GERAIS,MARIA DA FE,0.02
2020,RIO GRANDE DO SUL,TEUTONIA,7033.41
2018,MINAS GERAIS,ALPERCATA,0.1
2021,MINAS GERAIS,PEDRO LEOPOLDO,993
